X,Y
-84.23715892,42.06949428
-84.23716675,42.069518925
-84.2371685,42.069542075
-84.237165525,42.069567025
-84.237158675,42.069594475
-84.2371507666667,42.0696192333333
-84.237143,42.06964742
-84.2371382,42.069678175
-84.2371378,42.069704675
-84.23714255,42.06972715
-84.2371486,42.0697466
-84.237159075,42.0697639
-84.2371723,42.06977815
-84.237190375,42.069788325
-84.237212125,42.0697947
-84.2372373,42.0697968
-84.237264425,42.069795375
-84.237293725,42.069791425
-84.23732565,42.069785875
-84.237361375,42.0697807
-84.2374013,42.069778475
-84.2374448,42.0697798
-84.237492375,42.0697842
-84.237543,42.069790125
-84.2375863666667,42.0697959333333
-84.2376285,42.069801525
-84.23768148,42.06980746
-84.237732775,42.069814175
-84.237776775,42.06982105
-84.23781925,42.069824525
-84.237861325,42.069824175
-84.237902975,42.0698201
-84.237942575,42.0698126
-84.23797995,42.0698043
-84.2380154,42.06979875
-84.2380497,42.0697963
-84.238083025,42.0697975
-84.23811485,42.0698017
-84.2381452,42.069805675
-84.2381753,42.0698065
-84.238203425,42.069804075
-84.2382307,42.069798025
-84.238257525,42.0697874
-84.238283325,42.0697721
-84.2383084,42.0697569
-84.23833225,42.069744025
-84.238355075,42.069734575
-84.238377625,42.0697292
-84.238400325,42.069727525
-84.2384229,42.069730325
-84.238445225,42.069738525
-84.238465375,42.069750875
-84.2384808666667,42.0697655
-84.23849918,42.06978528
-84.23852415,42.06980785
-84.238548725,42.069825175
-84.238575975,42.0698396
-84.2386076,42.069850425
-84.23864265,42.069857625
-84.23868195,42.0698637
-84.238725575,42.06987255
-84.23876715,42.0698845
-84.238805925,42.069898975
-84.23884195,42.0699173
-84.2388747,42.069939
-84.238904475,42.06996265
-84.23893635,42.0699839
-84.23897085,42.0700017
-84.239007775,42.070015825
-84.23904755,42.070025625
-84.2390876,42.070033125
-84.239125025,42.07004395
-84.239159225,42.070058875
-84.2391898,42.070078
-84.239216675,42.070099275
-84.23924295,42.070119375
-84.239271775,42.0701364
-84.239304275,42.07014885
-84.2393396,42.070156875
-84.239376025,42.070161875
-84.23941125,42.070168825
-84.2394429,42.07017985
-84.239471375,42.0701945
-84.239495975,42.07021275
-84.239517875,42.07023165
-84.239540525,42.0702489
-84.23956635,42.070262175
-84.239594725,42.070269725
-84.239625875,42.0702732
-84.239656925,42.070272475
-84.239686025,42.07026665
-84.23971315,42.070255925
-84.23973645,42.070242
-84.239755375,42.070224775
-84.2397686,42.070203525
-84.23978025,42.070180075
-84.2397856666667,42.0701583
-84.2397872,42.07013086
-84.239785475,42.070096775
-84.2397806,42.0700635
-84.23977355,42.07003005
-84.239762075,42.069999025
-84.2397491333333,42.0699736666667
-84.23973286,42.06994748
-84.23971695,42.069920275
-84.23970765,42.069895975
-84.2397044333333,42.0698744333333
-84.23970632,42.0698503
-84.239715575,42.0698234
-84.239729675,42.069799675
-84.23974965,42.069778725
-84.239768275,42.06975845
-84.2397821,42.06973675
-84.239790275,42.069714425
-84.239791975,42.06969145
-84.239787325,42.069667225
-84.2397764,42.06964275
-84.2397594,42.069618425
-84.239741975,42.06959475
-84.239729575,42.069571225
-84.239722575,42.0695471
-84.239722175,42.069520575
-84.23972815,42.069493
-84.23973895,42.069463125
-84.239753175,42.069430475
-84.23976855,42.069398775
-84.23978335,42.069369275
-84.23979705,42.069342475
-84.239806725,42.0693171
-84.239810175,42.06929255
-84.239809525,42.069269125
-84.239804575,42.0692483
-84.23980155,42.06922795
-84.2398045,42.06920755
-84.239814075,42.0691887
-84.239828675,42.069170525
-84.2398397,42.06915095
-84.2398458,42.0691303
-84.23984665,42.069108275
-84.239842275,42.069085825
-84.239838525,42.06906405
-84.23983975,42.0690424
-84.239846725,42.069020175
-84.23985945,42.069000025
-84.23987465,42.0689793
-84.239888275,42.0689561
-84.2398972,42.068929775
-84.239903075,42.06890145
-84.239908225,42.0688717
-84.239917375,42.0688401
-84.239931075,42.068806625
-84.239947,42.06877125
-84.239964325,42.068734125
-84.239982925,42.0686943
-84.240003075,42.068651175
-84.2400225,42.0686109
-84.24004496,42.06856108
-84.240069625,42.0685048
-84.2400880666667,42.0684617
-84.24010615,42.06841965
-84.24012666,42.06836506
-84.240143475,42.068310875
-84.2401559,42.068263575
-84.2401656,42.06821705
-84.2401739,42.068171925
-84.24018115,42.06812795
-84.240179475,42.068109075
-84.24018915,42.068084725
-84.240188475,42.06806975
-84.24020075,42.068044
-84.24020085,42.06803155
-84.24021615,42.0680054
-84.240217525,42.06799475
-84.24023415,42.067968675
-84.240238175,42.067960425
-84.2402553,42.067934125
-84.240262975,42.0679277
-84.2402795,42.0679015
-84.240289075,42.067897725
-84.2403011333333,42.0678754666667
-84.240311825,42.067869175
-84.240322,42.06784534
-84.2403285,42.06783825
-84.240338075,42.0678103
-84.240338025,42.0678063
-84.240345675,42.06777945
-84.2403419,42.067775
-84.240348025,42.067749525
-84.2403408666667,42.0677475333333
-84.240348,42.067722775
-84.24034008,42.06771868
-84.24034965,42.0676972
-84.240343275,42.0676885
-84.240352925,42.06766195
-84.24036775,42.067637475
-84.2403866333333,42.0676181
-84.24040866,42.06759652
-84.2404268,42.0675720333333
-84.24043786,42.0675435
-84.240444725,42.067510875
-84.240446025,42.067481625
-84.240443025,42.0674509
-84.2404389,42.067418125
-84.240434825,42.067383175
-84.240431875,42.067345225
-84.240428875,42.06730445
-84.24042735,42.067258175
-84.240428075,42.067210225
-84.240431375,42.067163525
-84.2404369,42.0671241
-84.24044605,42.067085925
-84.24046228,42.06703832
-84.2404835,42.066992025
-84.2405042,42.0669532
-84.240522,42.0669202333333
-84.240537475,42.06688775
-84.24055306,42.06684586
-84.2405617,42.06680435
-84.240562,42.066768225
-84.2405583666667,42.0667392333333
-84.24055215,42.066712
-84.24054118,42.0666815
-84.24052715,42.06665535
-84.2405086,42.066634025
-84.240485875,42.066616225
-84.240459675,42.06660295
-84.2404353,42.0665942
-84.24040814,42.06658462
-84.2403801,42.066569675
-84.240359025,42.066551775
-84.240343825,42.06653175
-84.240330775,42.06651155
-84.240312125,42.066493
-84.240289975,42.066477575
-84.24026355,42.066465525
-84.240234675,42.066455375
-84.2402105666667,42.0664443333333
-84.24018714,42.06642748
-84.240166325,42.06640405
-84.240154075,42.066381725
-84.2401415,42.0663628
-84.24012455,42.06634535
-84.24009578,42.06632626
-84.24006295,42.066310525
-84.24003695,42.0662932
-84.2400157,42.066272075
-84.2399996,42.066249075
-84.23998805,42.066226
-84.239975675,42.0662057
-84.2399622333333,42.0661895666667
-84.2399449,42.06617495
-84.239921,42.0661613
-84.2398917,42.06614352
-84.239863925,42.0661214
-84.239842325,42.066097325
-84.2398253333333,42.0660731666667
-84.239810225,42.0660459
-84.23979274,42.06600638
-84.239775975,42.065964025
-84.2397658666667,42.0659313
-84.239758275,42.06589905
-84.2397509,42.06585936
-84.2397431,42.06582205
-84.23973445,42.065791925
-84.23972385,42.065764825
-84.239709575,42.065739625
-84.2396943666667,42.0657193
-84.239678175,42.06570145
-84.2396607,42.06568335
-84.239646625,42.06566745
-84.23963418,42.0656518
-84.239629075,42.06563645
-84.2396312,42.065621325
-84.2396379,42.0656083666667
-84.239648325,42.0655969
-84.23966706,42.06558562
-84.239691925,42.065578825
-84.2397166,42.065576275
-84.23974525,42.06557685
-84.239777175,42.06557785
-84.239813175,42.065577525
-84.2398461,42.0655756
-84.23987972,42.06556948
-84.2399141,42.065558675
-84.23994225,42.06554495
-84.239969025,42.065525675
-84.2399911,42.0655058666667
-84.240013225,42.065485575
-84.24004162,42.0654617
-84.240072,42.065441575
-84.2400977666667,42.0654288333333
-84.24012795,42.065420825
-84.24017174,42.06541566
-84.240219325,42.065411625
-84.2402609,42.065406175
-84.2402993,42.0653976
-84.240333775,42.065385125
-84.24036645,42.0653698
-84.240396475,42.065350125
-84.2404212,42.0653298666667
-84.24044728,42.065303
-84.240477,42.0652688
-84.240501625,42.065237475
-84.24052855,42.0652111
-84.240558775,42.0651894
-84.2405854333333,42.0651721333333
-84.24061702,42.06515722
-84.240650725,42.06514245
-84.240676775,42.0651269
-84.240698475,42.065107375
-84.2407152,42.065084625
-84.2407261,42.0650642666667
-84.240740375,42.06504595
-84.24076562,42.06502444
-84.240795225,42.065008175
-84.240824825,42.064994925
-84.24085045,42.064977875
-84.2408704333333,42.0649609666667
-84.2408868,42.06494185
-84.24090066,42.06491352
-84.240907925,42.064883575
-84.2409176,42.064859325
-84.240934275,42.064836875
-84.2409573,42.0648164
-84.240983075,42.06479705
-84.241004125,42.06477735
-84.241019,42.06475275
-84.24103045,42.0647254
-84.241036325,42.064697375
-84.2410409,42.064669875
-84.241050775,42.064646425
-84.2410622,42.064625225
-84.241079,42.0646067
-84.2410973666667,42.0645929666667
-84.24112196,42.0645808
-84.241151825,42.0645721
-84.2411747666667,42.0645692333333
-84.241201,42.06456624
-84.2412282,42.06455995
-84.241247225,42.06454905
-84.24126285,42.06453435
-84.24127455,42.06451605
-84.2412829666667,42.0644995333333
-84.24128708,42.06448096
-84.2412838333333,42.0644606666667
-84.24127598,42.0644422
-84.2412633333333,42.0644243666667
-84.24124606,42.06441192
-84.2412239,42.06440255
-84.2412016,42.0643966
-84.2411773,42.064394125
-84.2411542666667,42.0643951
-84.241130475,42.06439885
-84.241103375,42.064408225
-84.24107656,42.06442028
-84.2410527,42.064431125
-84.241031775,42.064438725
-84.2410132666667,42.064441
-84.2409922,42.06443994
-84.24096995,42.064434675
-84.2409516,42.06442545
-84.24093875,42.064412375
-84.240925975,42.064399425
-84.2409113333333,42.0643908333333
-84.24088856,42.06438246
-84.24085715,42.0643758
-84.2408242,42.06437225
-84.240789475,42.0643678
-84.240755075,42.064358225
-84.240721225,42.06434395
-84.2406933,42.0643280666667
-84.240667375,42.06431155
-84.24063232,42.06429264
-84.240598,42.0642784666667
-84.24056272,42.06426958
-84.240522125,42.06426345
-84.24048445,42.064258725
-84.2404464,42.0642516
-84.2404076,42.06424
-84.24036905,42.06422425
-84.2403288,42.064206575
-84.2402920333333,42.0641907666667
-84.2402529,42.064173925
-84.240204825,42.064153425
-84.24014512,42.06412846
-84.2400798,42.06410355
-84.2400217,42.064082425
-84.23996435,42.064062225
-84.2399160333333,42.0640451333333
-84.239867575,42.0640289
-84.239812325,42.064011475
-84.23975144,42.06399294
-84.239693125,42.063975625
-84.2396494333333,42.0639625333333
-84.23960112,42.06394786
-84.2395481,42.063930625
-84.239503175,42.06391385
-84.23946045,42.0638986
-84.239419575,42.0638856
-84.2393858,42.0638765666667
-84.23934894,42.06386934
-84.2393064,42.0638628
-84.23927085,42.0638559
-84.2392420333333,42.0638487
-84.239215125,42.0638412
-84.23918356,42.06383336
-84.2391503,42.06382945
-84.2391208,42.06383045
-84.239090875,42.0638345
-84.2390654,42.0638363
-84.239040775,42.0638357
-84.23901094,42.06383186
-84.2389844,42.063826275
-84.238963675,42.0638236
-84.2389453666667,42.0638246666667
-84.238926625,42.063828275
-84.23890378,42.06383652
-84.238883725,42.063846975
-84.23886625,42.063854825
-84.2388489,42.0638586666667
-84.23882656,42.06385864
-84.238803125,42.063852275
-84.2387874,42.0638446666667
-84.23877155,42.06383755
-84.238750725,42.06383245
-84.2387281,42.063831625
-84.238702825,42.063835375
-84.23867528,42.06384504
-84.2386489,42.063855225
-84.238622375,42.063860325
-84.2385965333333,42.0638591666667
-84.2385709,42.063855025
-84.23853964,42.0638468
-84.238507825,42.063839625
-84.238480775,42.063838825
-84.23845205,42.063843825
-84.238424025,42.06385295
-84.2384006,42.0638634
-84.238378125,42.063877375
-84.2383536,42.06389992
-84.238333775,42.0639258
-84.2383202,42.063949325
-84.2383103333333,42.0639695666667
-84.238303375,42.063990375
-84.23830065,42.06401555
-84.23830328,42.06404492
-84.2383119,42.0640747
-84.2383235,42.064102275
-84.2383386,42.064132325
-84.2383547,42.0641605666667
-84.238374875,42.0641904
-84.23839955,42.064223425
-84.23843004,42.06425786
-84.238462525,42.0642889
-84.2384880666667,42.0643104666667
-84.2385186,42.06433228
-84.238553075,42.06435375
-84.2385821,42.064369975
-84.238610225,42.064383525
-84.238635625,42.06439595
-84.2386559,42.0644063
-84.238671,42.06441854
-84.2386812,42.06443505
-84.238686425,42.064451275
-84.238684875,42.064467
-84.2386786,42.0644804666667
-84.23866464,42.06449464
-84.2386427,42.0645061
-84.238618925,42.064513375
-84.2385954333333,42.0645173666667
-84.238570425,42.064519725
-84.238539775,42.06452195
-84.23850072,42.06452524
-84.238462,42.0645295333333
-84.23841948,42.0645357
-84.238372775,42.064543125
-84.2383379333333,42.0645485333333
-84.238306275,42.064554525
-84.23826862,42.06456366
-84.238235175,42.0645748
-84.238209725,42.064585725
-84.23818845,42.06459725
-84.238172375,42.0646093
-84.238162175,42.064622675
-84.238157175,42.064636875
-84.2381556,42.064650525
-84.238162075,42.0646649
-84.238173525,42.06467925
-84.238192025,42.06468985
-84.2382155,42.064696525
-84.23824205,42.06470005
-84.2382722,42.064701975
-84.2383067,42.064704525
-84.238344675,42.064708825
-84.238380425,42.06471445
-84.2384124,42.06472235
-84.2384378,42.0647307
-84.23846282,42.06474028
-84.238485375,42.0647517
-84.238501025,42.0647634
-84.23851115,42.064779275
-84.238514275,42.064795425
-84.238509175,42.0648127
-84.23849765,42.0648309
-84.238478225,42.06484725
-84.23845375,42.06486105
-84.2384248,42.0648727
-84.238391175,42.0648837
-84.2383586,42.0648937
-84.23831874,42.06490696
-84.23827605,42.0649215
-84.238241175,42.064933275
-84.238208625,42.0649441
-84.238178725,42.06495375
-84.238150875,42.064962875
-84.2381307666667,42.0649707333333
-84.238115075,42.06498305
-84.2380999,42.06500216
-84.238090825,42.065023575
-84.2380887,42.065045075
-84.23809245,42.0650677
-84.2381001,42.065092
-84.238106275,42.0651154
-84.238110125,42.065137325
-84.2381099666667,42.0651553666667
-84.2381051,42.06517206
-84.238094525,42.0651912
-84.238079175,42.065204975
-84.238057725,42.06521465
-84.2380386333333,42.0652218
-84.23801712,42.06523368
-84.23799555,42.0652523
-84.2379808,42.065273625
-84.2379702666667,42.0652942333333
-84.2379625,42.06531998
-84.2379554666667,42.0653477
-84.23794664,42.06537794
-84.23793415,42.0654149
-84.237921475,42.065450275
-84.237908075,42.065487425
-84.23789395,42.065527
-84.237879625,42.065570075
-84.23786525,42.065615325
-84.23785055,42.0656594
-84.2378354,42.06570215
-84.237820125,42.0657435
-84.2378069,42.0657849
-84.2377979,42.0658205333333
-84.23779148,42.0658606
-84.237789975,42.06590465
-84.237795025,42.06594295
-84.2378027,42.0659744333333
-84.23781415,42.066003575
-84.23783374,42.06603968
-84.23785625,42.066073725
-84.23787485,42.066101925
-84.23789115,42.066128625
-84.2379021,42.0661544
-84.2379096,42.066179025
-84.237910625,42.066202075
-84.237906125,42.06622285
-84.2378955,42.066241425
-84.237879425,42.066258275
-84.237858075,42.0662719
-84.237832375,42.06628245
-84.2378026,42.0662904
-84.23776905,42.066297475
-84.237734825,42.066304175
-84.237702175,42.06631005
-84.237671975,42.066315925
-84.23764555,42.0663227
-84.2376238666667,42.0663297333333
-84.23760034,42.06634
-84.237579125,42.066355675
-84.237565875,42.066374325
-84.2375577666667,42.0663913333333
-84.23755375,42.0664092
-84.23755404,42.06643336
-84.23756,42.066456225
-84.2375719,42.0664773
-84.2375878,42.066498375
-84.237606475,42.066518925
-84.237628025,42.066539775
-84.23765245,42.066561625
-84.237680075,42.066584375
-84.2377123,42.066608325
-84.237743725,42.066632025
-84.237772225,42.0666551
-84.2377952,42.0666762
-84.237813775,42.06669615
-84.23783,42.066717375
-84.23784325,42.0667395
-84.2378508,42.066761675
