"_time","Latitude 1664","Longitude 1664"
1778951415600,42.06506426666667,-84.2407261
1778951415800,42.065084625,-84.2407152
1778951416000,42.065107375,-84.24069847499999
1778951416200,42.065126899999996,-84.240676775
1778951416400,42.06514245,-84.240650725
1778951416600,42.06515722,-84.24061701999999
1778951416800,42.065172133333334,-84.24058543333332
1778951417000,42.0651894,-84.240558775
1778951417200,42.0652111,-84.24052855
1778951417400,42.065237475,-84.24050162500001
1778951417600,42.0652688,-84.240477
1778951417800,42.065303,-84.24044727999998
1778951418000,42.065329866666666,-84.2404212
1778951418200,42.065350125,-84.24039647499998
1778951418400,42.0653698,-84.24036645
1778951418600,42.065385125,-84.240333775
1778951418800,42.065397600000004,-84.24029929999999
1778951419000,42.06540617500001,-84.2402609
1778951419200,42.065411624999996,-84.240219325
1778951419400,42.06541566,-84.24017174000001
1778951419600,42.065420825000004,-84.24012795
1778951419800,42.065428833333335,-84.24009776666666
1778951420000,42.065441575,-84.240072
1778951420200,42.0654617,-84.24004161999999
1778951420400,42.065485575,-84.240013225
1778951420600,42.06550586666666,-84.2399911
1778951420800,42.065525674999996,-84.239969025
1778951421000,42.065544949999996,-84.23994225
1778951421200,42.065558675,-84.2399141
1778951421400,42.06556948,-84.23987972
1778951421600,42.065575599999995,-84.23984609999998
1778951421800,42.065577525,-84.239813175
1778951422000,42.06557785,-84.239777175
1778951422200,42.06557685,-84.23974525
1778951422400,42.065576275000005,-84.2397166
1778951422600,42.065578825,-84.23969192499999
1778951422800,42.06558562,-84.23966706
1778951423000,42.0655969,-84.239648325
1778951423200,42.06560836666667,-84.23963789999999
1778951423400,42.065621325,-84.23963119999999
1778951423600,42.06563645,-84.239629075
1778951423800,42.0656518,-84.23963418000001
1778951424000,42.06566745,-84.239646625
1778951424200,42.06568335,-84.2396607
1778951424400,42.06570145,-84.239678175
1778951424600,42.0657193,-84.23969436666665
1778951424800,42.065739625000006,-84.23970957499999
1778951425000,42.065764825,-84.23972384999999
1778951425200,42.065791925,-84.23973445
1778951425400,42.06582205,-84.2397431
1778951425600,42.06585936,-84.2397509
1778951425800,42.06589905,-84.239758275
1778951426000,42.065931299999995,-84.23976586666666
1778951426200,42.065964025,-84.23977597499999
1778951426400,42.066006380000005,-84.23979273999998
1778951426600,42.0660459,-84.239810225
1778951426800,42.06607316666666,-84.23982533333333
